 0.10            0            0
 0.30    7.844e-07  5.72132e-07
 0.50  1.26934e-06   8.2703e-07
 0.70  1.64162e-06  1.12152e-06
 0.90  1.73309e-06  1.15491e-06
 1.10  1.55387e-06  8.99683e-07
 1.30  1.26311e-06  7.33445e-07
 1.50    8.077e-07  3.95967e-07
 1.70  3.52102e-07  1.57323e-07
 1.90  4.63834e-08  2.46736e-08
 2.10  2.05806e-08  9.99415e-09
 2.30   1.9304e-08  7.61542e-09
 2.50  2.81561e-08  2.10028e-08
 2.70  3.49212e-08  2.27104e-08
 2.90    2.463e-08  1.54301e-08
 3.10  1.38274e-08  6.48849e-09
 3.30  7.67574e-09   3.3801e-09
 3.50  3.72323e-09  1.91053e-09
 3.70  3.15849e-09  1.59958e-09
 3.90  1.90562e-09    9.213e-10
 4.10  1.69811e-09  1.21847e-09
 4.30  2.93822e-09  1.75948e-09
 4.50  5.11133e-09  3.67816e-09
 4.70  6.51176e-09   4.5873e-09
 4.90  5.73226e-09  3.60277e-09
 5.10  3.92355e-09  2.15471e-09
 5.30  2.04846e-09  9.50223e-10
 5.50  1.12684e-09  5.59687e-10
 5.70  8.90076e-10  3.59533e-10
 5.90  7.53467e-10  3.94532e-10
 6.10  5.16042e-10  2.87342e-10
 6.30  5.95761e-10  3.15958e-10
 6.50  8.68823e-10   6.1344e-10
 6.70  1.24574e-09  6.21944e-10
 6.90  1.20046e-09  7.20396e-10
 7.10  1.01912e-09  4.92351e-10
 7.30  7.40673e-10  4.97872e-10
 7.50  4.77835e-10  2.13542e-10
 7.70  5.30025e-10  2.41731e-10
 7.90  8.04915e-10  3.04121e-10
 8.10  7.46446e-10  4.17846e-10
 8.30  8.14401e-10   2.7866e-10
 8.50  6.12663e-10  3.28726e-10
 8.70  4.66579e-10  1.53516e-10
 8.90  3.59477e-10  1.57475e-10
 9.10  2.77253e-10  1.33145e-10
 9.30  2.54407e-10  1.37276e-10
 9.50  2.77587e-10  1.43714e-10
 9.70  4.30623e-10  2.55527e-10
 9.90  4.14578e-10  2.44536e-10
10.10  4.78368e-10  2.61785e-10
10.30  4.44329e-10   2.3718e-10
10.50  3.13686e-10  1.45842e-10
10.70  2.42604e-10  1.43328e-10
10.90  1.86438e-10  7.31983e-11
11.10   1.3803e-10  7.37261e-11
11.30  1.30408e-10  6.69077e-11
11.50  1.26939e-10  6.65074e-11
11.70  1.42496e-10  5.32026e-11
11.90  1.16553e-10  4.88067e-11
12.10  1.98492e-10    5.596e-11
12.30  1.30992e-10  5.47508e-11
12.50  1.93765e-10  5.31499e-11
12.70  1.16723e-10  3.96443e-11
12.90  1.78163e-10  8.29436e-11
13.10  1.39194e-10  8.46628e-11
13.30  2.05491e-10   1.1892e-10
13.50  1.78609e-10  6.46027e-11
13.70  2.58615e-10  1.14253e-10
13.90  1.12365e-10  4.58325e-11
14.10  1.28149e-10  5.54323e-11
14.30  7.44988e-11  3.89923e-11
14.50  1.31613e-10  4.51771e-11
14.70  8.43426e-11  4.11517e-11
14.90  1.37178e-10  3.69766e-11
15.10  1.10469e-10  4.34973e-11
15.30  1.10453e-10  4.83167e-11
15.50  7.87798e-11  3.26034e-11
15.70  1.16364e-10  2.83986e-11
15.90  9.72962e-11  4.15168e-11
16.10  9.03217e-11  3.23334e-11
16.30  6.18185e-11  2.10045e-11
16.50  8.09807e-11  2.39086e-11
16.70  6.03085e-11  1.93611e-11
16.90  5.64601e-11  1.96644e-11
17.10  4.88307e-11  1.92476e-11
17.30  6.51981e-11  2.06006e-11
17.50   5.8151e-11  2.16705e-11
17.70  5.85008e-11  2.23263e-11
17.90  8.19489e-11   2.5564e-11
18.10  9.12468e-11  3.02061e-11
18.30  9.49281e-11   3.7094e-11
18.50  8.46239e-11  4.70237e-11
18.70  8.01383e-11  4.00189e-11
18.90  8.19338e-11  4.29516e-11
19.10  9.71151e-11  4.53425e-11
19.30  9.50671e-11  4.75385e-11
19.50  1.00249e-10  3.54096e-11
19.70  9.34819e-11  3.38487e-11
19.90   1.0324e-10  2.87412e-11
