|Gl 477          |HIP 61495    |12 35 58.41|-45 56 20.7|2MASS J12355841-4556202| 7.671| 7.027| 6.844|
|GJ 4050         |HIP 89855    |18 20 11.46|-45 55 20.1|2MASS J18201145-4555198| 6.021| 5.700| 5.629|
|Gl 750 B        |HIP 94739 B  |19 16 42.88|-45 53 22.1|2MASS J19164290-4553213| 6.450| 5.774| 5.571|
|Gl 750 A        |HIP 94739 A  |19 16 42.96|-45 53 21.2|2MASS J19164290-4553213| 6.450| 5.774| 5.571|
|Gl 367          |HIP 47780    |09 44 29.84|-45 46 35.4|2MASS J09442986-4546351| 6.632| 6.045| 5.780|
|Gl 9.1          |Wo 9004      |00 09 24.64|-45 44 50.7|2MASS J00092467-4544506| 2.190| 1.756| 1.617|
|Gl 17.1         |Wo 9010      |00 21 19.62|-45 44 47.1|2MASS J00211961-4544465| 7.412| 6.810| 6.544|
|Wo 9624         |HIP 89808    |18 19 41.29|-45 41 56.9|2MASS J18194128-4541568| 5.838| 5.607| 5.521|
|Gl 132          |HIP 15131    |03 15 06.39|-45 39 53.4|2MASS J03150639-4539533| 5.635| 5.361| 5.273|
|Gl 776.1        |Wo 9682      |20 04 10.88|-45 39 09.9|2MASS J20041089-4539098| 9.274| 8.646| 8.434|
|Gl 895.1        |Wo 9825      |23 25 42.03|-45 36 35.3|2MASS J23254206-4536351| 8.229| 7.591| 7.367|
|Gl 754          |             |19 20 47.98|-45 33 29.7|2MASS J19204795-4533283| 7.661| 7.130| 6.845|
|Gl 55           |HIP 5862     |01 15 11.12|-45 31 54.0|2MASS J01151112-4531540| 4.094| 3.719| 3.782|
|Gl 604.1        |Wo 9534      |16 00 23.01|-45 27 09.9|2MASS J16002302-4527098| 6.275| 5.950| 5.863|
|Gl 67.2         |Wo 9060      |01 41 34.10|-45 25 10.2|2MASS J01413410-4525101| 8.063| 7.758| 7.660|
|Gl 83.4 B       |Wo 9069 B    |02 03 55.17|-45 24 47.5|2MASS J02035523-4524467| 5.968| 5.627| 5.529|
|Gl 83.4 A       |Wo 9069 A    |02 03 55.25|-45 24 46.5|2MASS J02035523-4524467| 5.968| 5.627| 5.529|
|Gl 847.1        |Wo 9765      |22 06 46.30|-45 23 32.8|2MASS J22064626-4523323| 6.903| 6.489| 6.396|
|Gl 336.2 A      |Wo 9289 A    |09 10 50.34|-45 18 31.3|2MASS J09105034-4518313| 8.406| 8.127| 7.960|
|Gl 336.2 B      |Wo 9289 B    |09 10 49.50|-45 18 29.5|2MASS J09104949-4518295| 8.774| 8.379| 8.226|
|GJ 3938         |HIP 78914    |16 06 29.44|-45 10 23.5|2MASS J16062941-4510234| 4.519| 4.285| 4.267|
|Gl 284          |HIP 37606    |07 42 57.10|-45 10 23.2|2MASS J07425710-4510227| 3.681| 3.159| 3.116|
|Gl 784          |HIP 99701    |20 13 53.39|-45 09 50.5|2MASS J20135335-4509506| 5.122| 4.525| 4.281|
|GJ 4119         |HIP 96998    |19 42 52.73|-45 04 53.2|2MASS J19425276-4504533| 7.302| 6.662| 6.454|
|Wo 9200         |HIP 28764    |06 04 28.44|-45 02 11.8|2MASS J06042844-4502118| 5.409| 5.149| 5.043|
|Gl 191          |HIP 24186    |05 11 40.58|-45 01 06.3|2MASS J05114046-4501051| 5.821| 5.316| 5.049|
|Gl 540.3        |HIP 69671    |14 15 38.69|-45 00 02.7|2MASS J14153866-4500026| 5.237| 5.040| 4.887|
|GJ 3500         |             |08 27 11.83|-44 59 21.1|2MASS J08271183-4459215| 7.748| 7.149| 6.873|
|Wo 9329         |HIP 51024    |10 25 25.22|-44 53 17.7|2MASS J10252522-4453176| 9.518| 9.032| 8.942|
|Gl 828 B        |             |21 26 52.90|-44 48 46.6|2MASS J21265289-4448466| 9.215| 8.619| 8.345|
|Gl 828 A        |HIP 105911   |21 27 01.33|-44 48 30.8|2MASS J21270130-4448310| 5.966| 5.554| 5.413|
|Gl 145          |HIP 16536    |03 32 55.86|-44 42 07.0|2MASS J03325585-4442070| 7.741| 7.213| 6.907|
|Gl 594          |HIP 76829    |15 41 11.38|-44 39 40.3|2MASS J15411138-4439401| 4.023| 3.732| 3.802|
|Wo 9177         |HIP 24110    |05 10 43.10|-44 34 18.4|2MASS J05104310-4434185| 7.440| 7.131| 7.045|
|GJ 1061         |             |03 35 59.72|-44 30 45.5|2MASS J03355969-4430453| 7.523| 7.015| 6.610|
|GJ 2072         |HIP 42881 A  |08 44 23.11|-44 28 21.1|2MASS J08442310-4428213| 7.212| 6.573| 6.311|
|Gl 404          |HIP 53244    |10 53 25.63|-44 24 40.8|2MASS J10532564-4424408| 7.024| 6.778| 6.665|
|Gl 435          |HIP 56998    |11 41 02.47|-44 24 18.7|2MASS J11410247-4424184| 5.792| 5.273| 5.101|
|Gl 682          |HIP 86214    |17 37 03.66|-44 19 09.2|2MASS J17370367-4419088| 6.544| 5.917| 5.606|
|Wo 9629         |HIP 91212    |18 36 25.94|-44 18 36.9|2MASS J18362593-4418370| 9.034| 8.719| 8.644|
|Gl 257 A        |HIP 33499 A  |06 57 46.60|-44 17 28.3|2MASS J06574663-4417281| 6.883| 6.365| 6.056|
|Gl 257 B        |HIP 33499 B  |06 57 46.52|-44 17 27.8|2MASS J06574663-4417281| 6.883| 6.365| 6.056|
|Gl 27.1         |Wo 9018      |00 39 58.82|-44 15 11.6|2MASS J00395880-4415117| 8.225| 7.609| 7.394|
|GJ 2127         |HIP 84452    |17 15 57.51|-44 14 39.4|2MASS J17155751-4414395| 7.840| 7.238| 7.037|
|Wo 9423         |HIP 63033    |12 54 58.51|-44 09 07.1|2MASS J12545851-4409065| 4.829| 4.587| 4.478|
|Gl 812.1        |Wo 9712      |20 57 40.07|-44 07 45.7|2MASS J20574008-4407453| 5.446| 5.153| 5.018|
|Gl 571          |HIP 73362    |14 59 31.74|-44 05 41.1|2MASS J14593175-4405410| 7.630| 7.009| 6.849|
|GJ 4386         |             |23 59 44.83|-44 05 00.2|2MASS J23594483-4404599| 8.882| 8.288| 8.043|
|Gl 115          |HIP 13267    |02 50 41.42|-44 04 52.7|2MASS J02504143-4404523| 7.086| 6.786| 6.695|
|Gl 808.1        |Wo 9708      |20 48 29.14|-43 59 18.8|2MASS J20482916-4359190| 4.374| 4.094| 4.200|
|Gl 634          |             |16 41 28.29|-43 59 11.0|2MASS J16412829-4359109| 8.144| 7.620| 7.334|
|GJ 3099         |HIP 7254 A   |01 33 26.71|-43 54 04.5|2MASS J01332669-4354047| 6.388| 5.992| 5.894|
|Gl 14.1         |Wo 9007      |00 17 16.53|-43 51 09.8|2MASS J00171653-4351097| 6.766| 6.480| 6.384|
|Gl 103          |HIP 11964    |02 34 22.57|-43 47 46.9|2MASS J02342256-4347467| 5.795| 5.126| 4.885|
|Gl 20           |HIP 2072     |00 26 12.20|-43 40 47.4|2MASS J00261219-4340475| 3.739| 3.585| 3.590|
|Wo 9724         |HIP 104644   |21 11 49.57|-43 36 49.1|2MASS J21114955-4336489| 8.478| 7.919| 7.667|
|Gl 264.1 B      |Wo 9223 B    |07 03 58.92|-43 36 40.8|2MASS J07035890-4336411| 5.458| 5.079| 4.943|
|Gl 264.1 A      |Wo 9223 A    |07 03 57.32|-43 36 28.9|2MASS J07035734-4336289| 4.405| 3.990| 4.037|
|GJ 4235         |             |21 54 16.11|-43 36 13.1|2MASS J21541609-4336131|10.748|10.172| 9.878|
|Gl 480.1        |Wo 9415      |12 40 46.29|-43 33 59.0|2MASS J12404633-4333595| 8.217| 7.703| 7.413|
|Gl 264          |HIP 34052    |07 03 50.24|-43 33 40.7|2MASS J07035022-4333410| 6.451| 5.831| 5.704|
|Gl 237          |HIP 31126 A  |06 31 51.12|-43 32 02.5|2MASS J06315111-4332026| 7.631| 6.998| 6.789|
|GJ 1071         |HIP 21284    |04 34 01.22|-43 31 28.9|2MASS J04340121-4331290| 6.808| 6.249| 6.103|
|Gl 370          |HIP 48331    |09 51 07.05|-43 30 10.0|2MASS J09510700-4330097| 5.451| 4.998| 4.717|
|Gl 707          |HIP 89211    |18 12 21.39|-43 26 41.5|2MASS J18122138-4326411| 6.037| 5.417| 5.241|
|GJ 1088         |             |06 10 52.89|-43 24 17.8|2MASS J06105288-4324178| 8.173| 7.582| 7.312|
|Gl 825.2        |Wo 9730      |21 18 27.27|-43 20 04.7|2MASS J21182725-4320048| 5.627| 5.325| 5.260|
|Gl 657          |HIP 84143    |17 12 09.19|-43 14 21.1|2MASS J17120920-4314212| 2.398| 2.295| 2.255|
|Gl 915          |             |00 02 10.73|-43 09 55.6|2MASS J00021076-4309560|12.597|12.425|12.445|
|GJ 4014         |HIP 86375    |17 38 59.52|-43 08 43.9|2MASS J17385955-4308437| 5.941| 5.567| 5.535|
|Gl 139          |HIP 15510    |03 19 55.65|-43 04 11.2|2MASS J03195563-4304112| 3.032| 2.709| 2.636|
|Gl 210          |HIP 26488    |05 38 01.88|-42 57 48.6|2MASS J05380189-4257486| 6.243| 5.996| 5.897|
|Gl 319.1 B      |Wo 9275 B    |08 42 06.98|-42 56 31.2|2MASS J08420698-4256311| 9.004| 8.420| 8.168|
|Gl 319.1 A      |Wo 9275 A    |08 42 07.52|-42 55 46.0|2MASS J08420752-4255459| 6.465| 5.987| 5.880|
|GJ 2062         |             |07 33 37.79|-42 53 57.2|2MASS J07333778-4253576|14.444|14.437|14.410|
|Wo 9811 A       |HIP 114382 A |23 09 57.36|-42 51 40.7|2MASS J23095738-4251405| 4.912| 4.697| 4.584|
|Wo 9811 B       |HIP 114382 B |23 09 57.38|-42 51 40.1|2MASS J23095738-4251405| 4.912| 4.697| 4.584|
|Gl 321.1        |Wo 9276      |08 44 23.95|-42 38 57.4|2MASS J08442396-4238572| 2.667| 2.213| 2.138|
|Gl 321.2        |Wo 9277      |08 44 44.97|-42 38 04.4|2MASS J08444498-4238046| 5.825| 5.463| 5.347|
|Gl 604          |HIP 78170    |15 57 40.74|-42 37 27.3|2MASS J15574075-4237271| 6.032| 5.452| 5.284|
|Gl 683.1        |Wo 9594      |17 37 53.94|-42 34 03.2|2MASS J17375393-4234032| 5.995| 5.716| 5.622|
|Wo 9350         |HIP 54538    |11 09 38.90|-42 28 07.3|2MASS J11093888-4228071| 8.286| 7.880| 7.757|
|GJ 4193         |             |21 26 14.22|-42 27 32.1|2MASS J21261422-4227320| 8.770| 8.184| 7.900|
|GJ 3701         |HIP 58803    |12 03 39.57|-42 26 02.6|2MASS J12033951-4226028| 4.277| 4.028| 4.087|
|GJ 4096         |HIP 94050    |19 08 50.49|-42 25 41.2|2MASS J19085048-4225411| 6.283| 5.880| 5.758|
|Gl 187.1        |Wo 9173      |05 04 05.55|-42 21 48.9|2MASS J05040554-4221488| 8.626| 8.225| 8.137|
|Wo 9013         |HIP 2081     |00 26 17.05|-42 18 21.5|2MASS J00261699-4218216| 0.579|-0.089|-0.166|
|GJ 3110         |HIP 8014     |01 42 55.78|-42 12 12.4|2MASS J01425576-4212124| 8.239| 7.617| 7.402|
|Gl 894          |HIP 115013   |23 17 38.02|-42 11 29.9|2MASS J23173801-4211300| 7.891| 7.281| 7.133|
|Gl 788.3        |Wo 9694      |20 22 27.50|-42 02 58.4|2MASS J20222749-4202583| 5.567| 5.605| 5.550|
|Wo 9713         |HIP 103713   |21 00 57.52|-42 01 44.8|2MASS J21005749-4201446| 8.754| 8.165| 7.964|
|GJ 4036         |HIP 87886    |17 57 10.41|-41 58 42.3|2MASS J17571041-4158422| 6.890| 6.988| 6.930|
|Gl 32 B         |HIP 3588 B   |00 45 48.71|-41 54 34.7|2MASS J00454870-4154345| 6.270| 5.622| 5.516|
|Gl 32 A         |HIP 3588 A   |00 45 48.28|-41 54 33.1|2MASS J00454828-4154330| 6.082| 5.449| 5.318|
|Gl 105.2        |HIP 12281    |02 38 12.15|-41 54 15.5|2MASS J02381213-4154156| 5.630| 5.136| 4.973|
|Wo 9046         |HIP 5802     |01 14 25.06|-41 53 39.2|2MASS J01142506-4153391| 7.434| 7.223| 7.126|
|Gl 174.1 AB     |Wo 9164 AB   |04 40 33.71|-41 51 49.5|2MASS J04403374-4151495| 3.944| 3.654| 3.724|
|Gl 654.3        |Wo 9585      |17 08 07.30|-41 43 26.3|2MASS J17080730-4143262| 6.297| 5.718| 5.597|
|Gl 57           |HIP 6351     |01 21 34.59|-41 39 23.1|2MASS J01213447-4139226| 7.356| 6.758| 6.581|
|Wo 9204         |HIP 29374    |06 11 30.14|-41 34 43.0|2MASS J06113014-4134430| 7.668| 7.182| 7.063|
|GJ 4224 AB      |HIP 107711   |21 49 11.38|-41 33 29.8|2MASS J21491134-4133295| 7.748| 7.173| 6.882|
|GJ 4372         |             |23 54 04.28|-41 32 30.9|2MASS J23540426-4132308| 9.502| 8.925| 8.670|
|GJ 4353         |HIP 116645   |23 38 17.42|-41 31 03.7|2MASS J23381743-4131037| 8.361| 7.733| 7.494|
|Gl 77           |HIP 8398     |01 48 20.58|-41 29 42.2|2MASS J01482056-4129423| 6.011| 5.777| 5.648|
|Wo 9797         |HIP 112763   |22 50 10.53|-41 29 24.4|2MASS J22501054-4129241| 6.446| 6.083| 5.994|
|Wo 9333         |HIP 51622    |10 32 47.68|-41 27 20.1|2MASS J10324766-4127201| 9.565| 9.177| 9.019|
|Gl 851.2        |Wo 9774      |22 14 38.65|-41 22 54.0|2MASS J22143860-4122532| 5.095| 4.828| 4.662|
|GJ 1147         |             |11 38 24.95|-41 22 32.5|2MASS J11382500-4122325| 9.436| 8.864| 8.543|
|GJ 1066         |HIP 18450    |03 56 36.38|-41 20 36.9|2MASS J03563637-4120367| 6.599| 5.975| 5.837|
|GJ 3049         |             |00 43 26.01|-41 17 34.0|2MASS J00432603-4117337| 8.572| 8.026| 7.710|
|Gl 588          |HIP 76074    |15 32 12.93|-41 16 32.1|2MASS J15321302-4116314| 5.647| 5.025| 4.759|
|Gl 836.3        |Wo 9748      |21 42 10.17|-41 07 29.8|2MASS J21421012-4107297| 6.820| 6.298| 6.153|
|Gl 358          |HIP 47425    |09 39 46.37|-41 04 03.2|2MASS J09394631-4104029| 6.902| 6.321| 6.056|
|Gl 431          |HIP 56244    |11 31 46.52|-41 02 47.2|2MASS J11314655-4102473| 7.366| 6.765| 6.511|
|Gl 268.4        |Wo 9229      |07 15 56.46|-41 01 48.1|2MASS J07155648-4101482| 7.828| 7.537| 7.472|
|GJ 4022         |             |17 42 43.76|-41 01 09.3|2MASS J17424377-4101085| 8.569| 7.863| 7.635|
|GJ 3238         |             |03 36 06.70|-40 59 54.0|2MASS J03360670-4059538| 9.290| 8.639| 8.392|
|GJ 4330         |HIP 115054   |23 18 09.89|-40 49 27.7|2MASS J23180988-4049274| 4.926| 4.642| 4.465|
|Wo 9152         |HIP 19976    |04 17 02.02|-40 47 56.0|2MASS J04170199-4047559| 8.109| 7.550| 7.381|
|Gl 893.3 B      |Wo 9816 B    |23 16 45.96|-40 47 39.8|2MASS J23164596-4047396|13.944|13.447|13.213|
|Gl 893.3 A      |Wo 9816 A    |23 16 45.31|-40 47 25.5|2MASS J23164530-4047253| 9.773| 9.243| 9.119|
|Gl 374          |HIP 48718    |09 56 12.51|-40 47 13.0|2MASS J09561252-4047129| 7.316| 6.855| 6.742|
|Gl 161.2        |Wo 9146      |04 07 03.66|-40 45 09.2|2MASS J04070363-4045091| 8.720| 8.153| 7.998|
|GJ 1001 B       |             |00 04 34.86|-40 44 06.3|2MASS J00043484-4044058|13.109|12.055|11.396|
|GJ 1001 A       |             |00 04 36.46|-40 44 02.5|2MASS J00043643-4044020| 8.601| 8.043| 7.737|
|GJ 4198         |             |21 30 47.67|-40 42 29.5|2MASS J21304763-4042290| 8.870| 8.419| 8.134|
|Wo 9259         |HIP 40227    |08 12 56.88|-40 32 22.2|2MASS J08125687-4032220| 7.890| 7.500| 7.382|
|Gl 442 A        |HIP 57443    |11 46 31.07|-40 30 01.3|2MASS J11463107-4030013| 3.931| 3.490| 3.489|
|Gl 442 B        |             |11 46 32.70|-40 29 47.7|2MASS J11463269-4029476| 8.755| 8.230| 7.961|
|Gl 351 B        |HIP 46651 B  |09 30 41.95|-40 28 00.8|2MASS J09304200-4028004| 2.822| 2.700| 2.673|
|Gl 351 A        |HIP 46651 A  |09 30 42.00|-40 28 00.4|2MASS J09304200-4028004| 2.822| 2.700| 2.673|
|Gl 545.1        |Wo 9479      |14 21 23.19|-40 23 38.2|2MASS J14212322-4023382| 7.097| 6.608| 6.447|
|Wo 9726         |HIP 104680   |21 12 13.71|-40 16 09.7|2MASS J21121372-4016095| 5.023| 4.885| 4.748|
|Wo 9754         |HIP 107625   |21 48 00.04|-40 15 21.9|2MASS J21480003-4015217| 6.833| 6.349| 6.241|
|Gl 488.1        |Wo 9422      |12 53 26.20|-40 10 43.9|2MASS J12532619-4010440| 3.915| 3.683| 3.714|
|GJ 3764         |             |13 09 20.42|-40 09 27.0|2MASS J13092037-4009264| 8.793| 8.242| 7.989|
|Gl 312          |HIP 42291    |08 37 19.99|-40 08 51.6|2MASS J08372000-4008516| 5.462| 5.210| 5.103|
|GJ 3222 AB      |HIP 15799    |03 23 35.26|-40 04 35.0|2MASS J03233528-4004350| 5.333| 4.948| 4.767|
|GJ 3286         |             |04 24 56.19|-40 02 47.6|2MASS J04245619-4002469| 9.530| 8.985| 8.665|
|Gl 296          |             |08 00 02.14|-40 02 21.8|2MASS J08000210-4002212| 7.045| 6.459| 6.266|
|Gl 304          |HIP 40952    |08 21 28.14|-39 42 19.5|2MASS J08212815-3942199| 5.954| 5.674| 5.574|
|Gl 646 A        |HIP 83101 A  |16 58 54.05|-39 33 30.8|2MASS J16585402-3933308| 6.200| 5.636| 5.477|
|Gl 646 B        |HIP 83101 B  |16 58 54.13|-39 33 27.1|2MASS J16585410-3933276| 6.364| 5.950| 5.614|
|GJ 4141         |HIP 99886    |20 15 57.01|-39 29 25.6|2MASS J20155700-3929255| 6.097| 5.621| 5.496|
|Wo 9037         |HIP 5054     |01 04 40.15|-39 29 17.6|2MASS J01044015-3929173| 6.577| 6.272| 6.187|
|Gl 620.1 B      |Wo 9559 B    |16 23 33.84|-39 13 46.2|2MASS J16233382-3913461|11.577|11.708|11.768|
|Gl 620.1 A      |Wo 9559 A    |16 24 01.29|-39 11 34.7|2MASS J16240128-3911346| 4.405| 4.025| 3.933|
|GJ 2054         |             |06 57 05.90|-39 09 35.7|2MASS J06570592-3909355|14.150|13.883|13.888|
|GJ 2123 A       |HIP 82926 A  |16 56 48.57|-39 05 38.1|2MASS J16564855-3905380| 7.343| 6.692| 6.489|
|GJ 2123 B       |HIP 82926 B  |16 56 48.37|-39 05 36.7|2MASS J16564855-3905380| 7.343| 6.692| 6.489|
|GJ 4377         |HIP 118008   |23 56 10.67|-39 03 08.4|2MASS J23561067-3903086| 6.510| 6.007| 5.907|
|GJ 3154         |HIP 10925    |02 20 42.93|-39 02 01.4|2MASS J02204291-3902013| 6.831| 6.365| 6.202|
|GJ 4104         |             |19 13 07.96|-39 01 53.7|2MASS J19130794-3901536| 8.473| 7.924| 7.658|
|Gl 629          |HIP 80925 A  |16 31 30.03|-39 00 44.2|2MASS J16313005-3900440| 5.721| 5.266| 5.176|
|GJ 3176         |             |02 42 56.25|-38 56 12.2|2MASS J02425623-3856121| 9.242| 8.643| 8.383|
|Wo 9450         |HIP 66238    |13 34 32.65|-38 54 26.0|2MASS J13343261-3854257| 6.087| 5.754| 5.640|
|Gl 320          |HIP 42808    |08 43 18.03|-38 52 56.6|2MASS J08431805-3852569| 4.937| 4.441| 4.358|
|Gl 825          |HIP 105090   |21 17 15.27|-38 52 02.5|2MASS J21171534-3852022| 4.046| 3.256| 3.100|
|GJ 2122         |             |16 45 16.97|-38 48 33.2|2MASS J16451697-3848332| 6.570| 5.944| 5.720|
|GJ 3207         |             |03 11 35.22|-38 47 23.4|2MASS J03113519-3847233| 9.791| 9.327| 9.016|
|Gl 732 A        |             |18 53 39.92|-38 36 44.5|2MASS J18533991-3836442| 8.396| 7.818| 7.589|
|Gl 662 B        |HIP 84425 B  |17 15 35.94|-38 35 38.1|2MASS J17153592-3835380| 4.910| 4.642| 4.555|
|Gl 662 A        |HIP 84425 A  |17 15 35.96|-38 35 38.0|2MASS J17153592-3835380| 4.910| 4.642| 4.555|
|GJ 3737         |             |12 38 49.10|-38 22 53.8|2MASS J12384914-3822527| 8.174| 7.756| 7.386|
|Gl 152          |HIP 17439    |03 44 09.17|-38 16 54.4|2MASS J03440917-3816544| 5.462| 5.088| 4.934|
|GJ 2086         |HIP 58170    |11 55 49.15|-38 16 49.3|2MASS J11554911-3816491| 8.765| 8.177| 7.945|
|GJ 2090         |HIP 58880    |12 04 36.58|-38 16 24.9|2MASS J12043659-3816249| 8.595| 7.988| 7.734|
|GJ 4253         |             |22 05 54.41|-38 16 05.6|2MASS J22055438-3816053| 8.796| 8.258| 8.040|
|Gl 130          |             |03 12 29.77|-38 05 20.1|2MASS J03122972-3805204| 8.028| 7.423| 7.185|
|GJ 2088         |HIP 58688 A  |12 02 13.15|-38 00 28.9|2MASS J12021315-3800286| 7.608| 6.949| 6.783|
|Gl 599 B        |             |15 47 30.10|-37 55 08.3|                       |      |      |      |
|Gl 599 A        |HIP 77358    |15 47 29.10|-37 54 58.7|2MASS J15472911-3754587| 4.959| 4.505| 4.323|
|Gl 590          |             |15 36 34.49|-37 54 22.8|2MASS J15363450-3754223| 8.440| 7.903| 7.671|
|Gl 683.2 A      |HIP 86286 A  |17 37 51.21|-37 51 41.0|2MASS J17375122-3751411| 5.359| 5.121| 4.869|
|Gl 683.2 B      |HIP 86286 B  |17 37 51.24|-37 51 41.0|2MASS J17375122-3751411| 5.359| 5.121| 4.869|
|Gl 744          |HIP 93858    |19 06 52.46|-37 48 38.4|2MASS J19065247-3748380| 5.256| 4.742| 4.539|
|Gl 501.2        |Wo 9432      |13 12 03.19|-37 48 10.9|2MASS J13120320-3748110| 3.692| 3.346| 3.303|
|Gl 452.2 B      |Wo 9377 B    |11 54 25.80|-37 44 56.2|2MASS J11542580-3744561| 5.410| 5.209| 5.086|
|Gl 452.2 A      |Wo 9377 A    |11 54 25.81|-37 44 56.2|2MASS J11542580-3744561| 5.410| 5.209| 5.086|
|Gl 618 B        |             |16 20 03.18|-37 31 48.1|2MASS J16200321-3731485| 8.339| 8.035| 7.765|
|Gl 618 A        |HIP 80018    |16 20 03.52|-37 31 44.4|2MASS J16200353-3731449| 6.793| 6.223| 5.950|
|GJ 4087         |HIP 92858    |18 55 18.80|-37 29 54.1|2MASS J18551879-3729538| 6.367| 5.947| 5.834|
|Gl 339.3        |Wo 9293      |09 15 45.08|-37 24 47.3|2MASS J09154509-3724473| 3.857| 3.588| 3.561|
|Wo 9695 B       |HIP 100852 B |20 26 53.03|-37 24 11.5|2MASS J20265301-3724106| 4.680| 4.207| 3.920|
|Wo 9695 A       |HIP 100852 A |20 26 52.95|-37 24 10.5|2MASS J20265301-3724106| 4.680| 4.207| 3.920|
|Gl 1            |HIP 439      |00 05 24.43|-37 21 26.5|2MASS J00052423-3721257| 5.328| 4.828| 4.523|
|GJ 3970         |HIP 81819    |16 42 46.65|-37 20 33.1|2MASS J16424664-3720331| 5.796| 5.416| 5.319|
|GJ 3446         |HIP 36515    |07 30 42.51|-37 20 21.7|2MASS J07304251-3720217| 5.527| 5.253| 5.099|
|GJ 4388         |HIP 150      |00 01 55.27|-37 13 47.8|2MASS J00015527-3713479| 5.186| 4.665| 4.447|
|GJ 2061         |HIP 36546 A  |07 31 04.12|-37 13 46.1|2MASS J07310414-3713454| 8.245| 7.649| 7.440|
|Gl 176.1        |Wo 9165      |04 42 03.48|-37 08 39.5|2MASS J04420348-3708395| 4.706| 4.281| 4.091|
|GJ 4248         |             |22 02 29.39|-37 04 51.3|2MASS J22022935-3704512| 7.602| 7.015| 6.718|
|Gl 155.3        |Wo 9137      |03 53 19.70|-37 03 59.1|2MASS J03531971-3703587| 8.743| 8.211| 7.948|
|Gl 743.1B       |Wo 9642 B    |19 06 25.21|-37 03 48.7|2MASS J19062517-3703485| 3.167| 2.893| 2.850|
|Gl 743.1A       |Wo 9642 A    |19 06 25.11|-37 03 48.4|2MASS J19062517-3703485| 3.167| 2.893| 2.850|
|Gl 645          |             |16 56 45.14|-37 03 38.9|2MASS J16564514-3703385| 8.172| 7.574| 7.344|
|Gl 225.1        |Wo 9195      |05 59 55.79|-37 03 24.2|2MASS J05595577-3703244| 7.402| 7.130| 7.049|
|GJ 3472         |HIP 38981    |07 58 37.69|-37 01 13.9|2MASS J07583769-3701138| 5.198| 4.821| 4.506|
|Wo 9029 B       |             |00 47 29.59|-36 57 20.3|2MASS J00472959-3657201|10.952|10.384|10.090|
|GJ 3298         |HIP 21223    |04 33 09.34|-36 56 45.8|2MASS J04330933-3656458| 6.918| 6.425| 6.267|
|GJ 3081         |             |01 14 08.60|-36 56 43.2|2MASS J01140858-3656432| 9.630| 9.065| 8.808|
|Wo 9029 A       |HIP 3704     |00 47 30.75|-36 56 24.7|2MASS J00473076-3656245| 6.800| 6.530| 6.440|
|GJ 1135         |HIP 52296 A  |10 41 09.33|-36 53 43.6|2MASS J10410932-3653436| 6.905| 6.217| 5.993|
|Gl 874          |             |22 48 17.38|-36 47 23.4|2MASS J22481735-3647233| 8.475| 7.872| 7.626|
|GJ 1046         |HIP 10812    |02 19 10.08|-36 46 41.1|2MASS J02191003-3646413| 7.924| 7.317| 7.031|
|Wo 9623 AB      |HIP 89642    |18 17 37.63|-36 45 42.1|2MASS J18173763-3645418|-0.424|-1.394|-1.633|
|Gl 379.2        |Wo 9318      |10 09 49.58|-36 45 14.9|2MASS J10094960-3645152| 6.894| 6.597| 6.526|
|GJ 1018         |             |00 42 16.95|-36 43 05.3|2MASS J00421695-3643053| 8.827| 8.251| 7.970|
|Gl 508.1        |Wo 9441      |13 20 35.82|-36 42 44.3|2MASS J13203582-3642443| 2.714| 2.738| 2.757|
|GJ 1109         |Wo 9261      |08 18 33.31|-36 39 33.4|2MASS J08183332-3639333| 4.207| 4.087| 4.063|
|GJ 1136 A       |HIP 52341 A  |10 41 51.84|-36 38 00.1|2MASS J10415183-3638001| 7.233| 6.642| 6.387|
|GJ 1136 B       |HIP 52341 S  |10 41 50.65|-36 37 50.7|2MASS J10415064-3637507| 8.085| 7.453| 7.221|
|GJ 4350         |             |23 36 52.31|-36 28 51.8|2MASS J23365227-3628518| 9.191| 8.666| 8.422|
|Gl 539          |HIP 68933    |14 06 40.95|-36 22 11.8|2MASS J14064097-3622113| 0.403|-0.199|-0.274|
|Gl 218          |HIP 27359    |05 47 40.58|-36 19 42.8|2MASS J05474051-3619425| 7.409| 6.808| 6.615|
|GJ 3177         |HIP 12778    |02 44 12.98|-36 18 26.7|2MASS J02441297-3618267| 5.792| 5.417| 5.296|
|GJ 4271         |             |22 17 53.27|-36 11 20.0|2MASS J22175325-3611192| 9.929| 9.362| 9.087|
|Gl 783 AB       |HIP 99461    |20 11 11.94|-36 06 04.4|2MASS J20111207-3606063| 3.518| 2.999| 3.008|
|Gl 702.1        |HIP 88694    |18 06 23.72|-36 01 11.2|2MASS J18062370-3601113| 4.835| 4.614| 4.469|
|Gl 118.1 B      |Wo 9104 B    |02 54 02.31|-35 54 52.9|2MASS J02540226-3554526| 9.171| 8.527| 8.301|
|Gl 118.1 A      |Wo 9104 A    |02 54 02.79|-35 54 16.9|2MASS J02540274-3554166| 6.466| 6.010| 5.868|
|GJ 3490 B       |             |08 16 12.26|-35 53 09.3|2MASS J08161226-3553093|      |      |10.924|
|GJ 3489 A       |HIP 40506    |08 16 12.58|-35 52 55.8|2MASS J08161258-3552557| 5.736| 5.356| 5.179|
